respId,marketCubeId,zip,age,gender,ethnicity,targetId,targetConstruct,targetIntensity,constructImage,constructImagePosition,foilImage,foilConstruct,foilIntensity,foilImagePosition,userSelection,correct,answerBreakdown,numResponses,percentCorrect,count
 8,058d864d-8c6d-4484-9225-0ed675bfdff1,97215,60,2,1,2,Distress,0.2,Distress_0.2,0,Regret_0.2,Regret,0.2,2,0,1,1,16,0.6875,2
 8,058d864d-8c6d-4484-9225-0ed675bfdff1,97215,60,2,1,3,Dislike,1.0,Dislike_1.0,2,Love_1.0,Love,1.0,0,2,1,1,16,0.6875,3
 8,058d864d-8c6d-4484-9225-0ed675bfdff1,97215,60,2,1,4,Contempt,0.2,Contempt_0.2,2,Distress_0.2,Distress,0.2,0,1,0,2,16,0.6875,4
 8,058d864d-8c6d-4484-9225-0ed675bfdff1,97215,60,2,1,5,Regret,1.0,Regret_1.0,2,Frustration_1.0,Frustration,1.0,0,2,1,1,16,0.6875,5
 8,058d864d-8c6d-4484-9225-0ed675bfdff1,97215,60,2,1,6,Dislike,0.2,Dislike_0.2,2,Distress_0.2,Distress,0.2,0,1,0,2,16,0.6875,6
 8,058d864d-8c6d-4484-9225-0ed675bfdff1,97215,60,2,1,7,Relief,1.0,Relief_1.0,2,Dislike_1.0,Dislike,1.0,0,2,1,1,16,0.6875,7
 8,058d864d-8c6d-4484-9225-0ed675bfdff1,97215,60,2,1,8,Relief,0.2,Relief_0.2,0,Dislike_0.2,Dislike,0.2,2,1,0,2,16,0.6875,8
 8,058d864d-8c6d-4484-9225-0ed675bfdff1,97215,60,2,1,9,Pride,0.2,Pride_0.2,2,Dislike_0.2,Dislike,0.2,0,2,1,1,16,0.6875,9
 8,058d864d-8c6d-4484-9225-0ed675bfdff1,97215,60,2,1,10,Frustration,0.2,Frustration_0.2,0,Contempt_0.2,Contempt,0.2,2,1,0,2,16,0.6875,10
 8,058d864d-8c6d-4484-9225-0ed675bfdff1,97215,60,2,1,11,Frustration,1.0,Frustration_1.0,2,Distress_1.0,Distress,1.0,0,0,0,0,16,0.6875,11
 8,058d864d-8c6d-4484-9225-0ed675bfdff1,97215,60,2,1,12,Love,0.2,Love_0.2,0,Frustration_0.2,Frustration,0.2,2,0,1,1,16,0.6875,12
 8,058d864d-8c6d-4484-9225-0ed675bfdff1,97215,60,2,1,13,Love,1.0,Love_1.0,0,Frustration_1.0,Frustration,1.0,2,0,1,1,16,0.6875,13
 8,058d864d-8c6d-4484-9225-0ed675bfdff1,97215,60,2,1,14,Distress,1.0,Distress_1.0,2,Pride_1.0,Pride,1.0,0,2,1,1,16,0.6875,14
 8,058d864d-8c6d-4484-9225-0ed675bfdff1,97215,60,2,1,15,Regret,0.2,Regret_0.2,0,Love_0.2,Love,0.2,2,0,1,1,16,0.6875,15
 8,058d864d-8c6d-4484-9225-0ed675bfdff1,97215,60,2,1,16,Pride,1.0,Pride_1.0,0,Relief_1.0,Relief,1.0,2,0,1,1,16,0.6875,16
 9,2e8f7ab0-809c-4e73-b3fc-dad89ec863ab,48219,21,2,1,1,Contempt,0.2,Contempt_0.2,2,Love_0.2,Love,0.2,0,0,0,0,16,0.1875,1
 9,2e8f7ab0-809c-4e73-b3fc-dad89ec863ab,48219,21,2,1,2,Regret,1.0,Regret_1.0,2,Dislike_1.0,Dislike,1.0,0,0,0,0,16,0.1875,2
 9,2e8f7ab0-809c-4e73-b3fc-dad89ec863ab,48219,21,2,1,3,Pride,0.2,Pride_0.2,2,Regret_0.2,Regret,0.2,0,1,0,2,16,0.1875,3
 9,2e8f7ab0-809c-4e73-b3fc-dad89ec863ab,48219,21,2,1,4,Love,0.2,Love_0.2,2,Distress_0.2,Distress,0.2,0,2,1,1,16,0.1875,4
 9,2e8f7ab0-809c-4e73-b3fc-dad89ec863ab,48219,21,2,1,5,Love,1.0,Love_1.0,0,Frustration_1.0,Frustration,1.0,2,1,0,2,16,0.1875,5
 9,2e8f7ab0-809c-4e73-b3fc-dad89ec863ab,48219,21,2,1,6,Pride,1.0,Pride_1.0,2,Regret_1.0,Regret,1.0,0,1,0,2,16,0.1875,6
 9,2e8f7ab0-809c-4e73-b3fc-dad89ec863ab,48219,21,2,1,7,Relief,0.2,Relief_0.2,0,Distress_0.2,Distress,0.2,2,1,0,2,16,0.1875,7
 9,2e8f7ab0-809c-4e73-b3fc-dad89ec863ab,48219,21,2,1,8,Frustration,0.2,Frustration_0.2,2,Pride_0.2,Pride,0.2,0,1,0,2,16,0.1875,8
 9,2e8f7ab0-809c-4e73-b3fc-dad89ec863ab,48219,21,2,1,9,Regret,0.2,Regret_0.2,2,Love_0.2,Love,0.2,0,1,0,2,16,0.1875,9
 9,2e8f7ab0-809c-4e73-b3fc-dad89ec863ab,48219,21,2,1,10,Distress,0.2,Distress_0.2,0,Relief_0.2,Relief,0.2,2,1,0,2,16,0.1875,10
 9,2e8f7ab0-809c-4e73-b3fc-dad89ec863ab,48219,21,2,1,11,Contempt,1.0,Contempt_1.0,0,Relief_1.0,Relief,1.0,2,1,0,2,16,0.1875,11
 9,2e8f7ab0-809c-4e73-b3fc-dad89ec863ab,48219,21,2,1,12,Distress,1.0,Distress_1.0,2,Relief_1.0,Relief,1.0,0,1,0,2,16,0.1875,12
 9,2e8f7ab0-809c-4e73-b3fc-dad89ec863ab,48219,21,2,1,13,Frustration,1.0,Frustration_1.0,2,Contempt_1.0,Contempt,1.0,0,2,1,1,16,0.1875,13
 9,2e8f7ab0-809c-4e73-b3fc-dad89ec863ab,48219,21,2,1,14,Dislike,0.2,Dislike_0.2,0,Love_0.2,Love,0.2,2,1,0,2,16,0.1875,14
 9,2e8f7ab0-809c-4e73-b3fc-dad89ec863ab,48219,21,2,1,15,Relief,1.0,Relief_1.0,2,Regret_1.0,Regret,1.0,0,1,0,2,16,0.1875,15
 9,2e8f7ab0-809c-4e73-b3fc-dad89ec863ab,48219,21,2,1,16,Dislike,1.0,Dislike_1.0,2,Frustration_1.0,Frustration,1.0,0,2,1,1,16,0.1875,16
 10,636a1cbb-128c-480c-92be-2ec8636771a4,11375,30,1,1,1,Frustration,1.0,Frustration_1.0,2,Regret_1.0,Regret,1.0,0,2,1,1,16,0.5,1
 10,636a1cbb-128c-480c-92be-2ec8636771a4,11375,30,1,1,2,Regret,0.2,Regret_0.2,0,Contempt_0.2,Contempt,0.2,2,0,1,1,16,0.5,2
 10,636a1cbb-128c-480c-92be-2ec8636771a4,11375,30,1,1,3,Distress,1.0,Distress_1.0,2,Regret_1.0,Regret,1.0,0,0,0,0,16,0.5,3
 10,636a1cbb-128c-480c-92be-2ec8636771a4,11375,30,1,1,4,Dislike,1.0,Dislike_1.0,2,Love_1.0,Love,1.0,0,2,1,1,16,0.5,4
 10,636a1cbb-128c-480c-92be-2ec8636771a4,11375,30,1,1,5,Relief,1.0,Relief_1.0,0,Frustration_1.0,Frustration,1.0,2,0,1,1,16,0.5,5
 10,636a1cbb-128c-480c-92be-2ec8636771a4,11375,30,1,1,6,Dislike,0.2,Dislike_0.2,2,Relief_0.2,Relief,0.2,0,1,0,2,16,0.5,6
 10,636a1cbb-128c-480c-92be-2ec8636771a4,11375,30,1,1,7,Contempt,0.2,Contempt_0.2,0,Regret_0.2,Regret,0.2,2,2,0,0,16,0.5,7
 10,636a1cbb-128c-480c-92be-2ec8636771a4,11375,30,1,1,8,Frustration,0.2,Frustration_0.2,2,Dislike_0.2,Dislike,0.2,0,1,0,2,16,0.5,8
 10,636a1cbb-128c-480c-92be-2ec8636771a4,11375,30,1,1,9,Distress,0.2,Distress_0.2,0,Relief_0.2,Relief,0.2,2,1,0,2,16,0.5,9
 10,636a1cbb-128c-480c-92be-2ec8636771a4,11375,30,1,1,10,Pride,0.2,Pride_0.2,2,Love_0.2,Love,0.2,0,0,0,0,16,0.5,10
 10,636a1cbb-128c-480c-92be-2ec8636771a4,11375,30,1,1,11,Pride,1.0,Pride_1.0,2,Distress_1.0,Distress,1.0,0,1,0,2,16,0.5,11
 10,636a1cbb-128c-480c-92be-2ec8636771a4,11375,30,1,1,12,Contempt,1.0,Contempt_1.0,2,Frustration_1.0,Frustration,1.0,0,1,0,2,16,0.5,12
 10,636a1cbb-128c-480c-92be-2ec8636771a4,11375,30,1,1,13,Regret,1.0,Regret_1.0,0,Love_1.0,Love,1.0,2,0,1,1,16,0.5,13
 10,636a1cbb-128c-480c-92be-2ec8636771a4,11375,30,1,1,14,Love,1.0,Love_1.0,2,Pride_1.0,Pride,1.0,0,2,1,1,16,0.5,14
 10,636a1cbb-128c-480c-92be-2ec8636771a4,11375,30,1,1,15,Relief,0.2,Relief_0.2,2,Pride_0.2,Pride,0.2,0,2,1,1,16,0.5,15
 10,636a1cbb-128c-480c-92be-2ec8636771a4,11375,30,1,1,16,Love,0.2,Love_0.2,0,Relief_0.2,Relief,0.2,2,0,1,1,16,0.5,16
 11,53db867c-a566-46cf-9f8f-7f596532eaf5,17011,29,2,1,1,Pride,0.2,Pride_0.2,0,Relief_0.2,Relief,0.2,2,1,0,2,16,0.5625,1
 11,53db867c-a566-46cf-9f8f-7f596532eaf5,17011,29,2,1,2,Distress,0.2,Distress_0.2,2,Regret_0.2,Regret,0.2,0,2,1,1,16,0.5625,2
 11,53db867c-a566-46cf-9f8f-7f596532eaf5,17011,29,2,1,3,Dislike,0.2,Dislike_0.2,2,Distress_0.2,Distress,0.2,0,2,1,1,16,0.5625,3
 11,53db867c-a566-46cf-9f8f-7f596532eaf5,17011,29,2,1,4,Love,0.2,Love_0.2,2,Contempt_0.2,Contempt,0.2,0,2,1,1,16,0.5625,4
 11,53db867c-a566-46cf-9f8f-7f596532eaf5,17011,29,2,1,5,Relief,1.0,Relief_1.0,0,Pride_1.0,Pride,1.0,2,1,0,2,16,0.5625,5
 11,53db867c-a566-46cf-9f8f-7f596532eaf5,17011,29,2,1,6,Frustration,1.0,Frustration_1.0,2,Dislike_1.0,Dislike,1.0,0,2,1,1,16,0.5625,6
 11,53db867c-a566-46cf-9f8f-7f596532eaf5,17011,29,2,1,7,Relief,0.2,Relief_0.2,0,Regret_0.2,Regret,0.2,2,1,0,2,16,0.5625,7
 11,53db867c-a566-46cf-9f8f-7f596532eaf5,17011,29,2,1,8,Contempt,0.2,Contempt_0.2,2,Love_0.2,Love,0.2,0,1,0,2,16,0.5625,8
 11,53db867c-a566-46cf-9f8f-7f596532eaf5,17011,29,2,1,9,Contempt,1.0,Contempt_1.0,0,Love_1.0,Love,1.0,2,1,0,2,16,0.5625,9
 11,53db867c-a566-46cf-9f8f-7f596532eaf5,17011,29,2,1,10,Frustration,0.2,Frustration_0.2,2,Love_0.2,Love,0.2,0,1,0,2,16,0.5625,10
 11,53db867c-a566-46cf-9f8f-7f596532eaf5,17011,29,2,1,11,Distress,1.0,Distress_1.0,0,Dislike_1.0,Dislike,1.0,2,1,0,2,16,0.5625,11
 11,53db867c-a566-46cf-9f8f-7f596532eaf5,17011,29,2,1,12,Regret,0.2,Regret_0.2,2,Love_0.2,Love,0.2,0,2,1,1,16,0.5625,12
 11,53db867c-a566-46cf-9f8f-7f596532eaf5,17011,29,2,1,13,Love,1.0,Love_1.0,2,Relief_1.0,Relief,1.0,0,2,1,1,16,0.5625,13
 11,53db867c-a566-46cf-9f8f-7f596532eaf5,17011,29,2,1,14,Dislike,1.0,Dislike_1.0,0,Relief_1.0,Relief,1.0,2,0,1,1,16,0.5625,14
 11,53db867c-a566-46cf-9f8f-7f596532eaf5,17011,29,2,1,15,Pride,1.0,Pride_1.0,0,Dislike_1.0,Dislike,1.0,2,0,1,1,16,0.5625,15
 11,53db867c-a566-46cf-9f8f-7f596532eaf5,17011,29,2,1,16,Regret,1.0,Regret_1.0,2,Love_1.0,Love,1.0,0,2,1,1,16,0.5625,16
 12,9892d935-9dfd-4350-bc8a-8c7b0d0f8891,90001,37,1,1,1,Regret,0.2,Regret_0.2,0,Contempt_0.2,Contempt,0.2,2,2,0,0,18,0.6111111111,1
 12,9892d935-9dfd-4350-bc8a-8c7b0d0f8891,90001,37,1,1,2,Contempt,0.2,Contempt_0.2,0,Pride_0.2,Pride,0.2,2,0,1,1,18,0.6111111111,2
 12,9892d935-9dfd-4350-bc8a-8c7b0d0f8891,90001,37,1,1,3,Frustration,0.2,Frustration_0.2,0,Love_0.2,Love,0.2,2,2,0,0,18,0.6111111111,3
 12,9892d935-9dfd-4350-bc8a-8c7b0d0f8891,90001,37,1,1,4,Distress,0.2,Distress_0.2,0,Contempt_0.2,Contempt,0.2,2,2,0,0,18,0.6111111111,4
 12,9892d935-9dfd-4350-bc8a-8c7b0d0f8891,90001,37,1,1,5,Pride,0.2,Pride_0.2,2,Love_0.2,Love,0.2,0,2,1,1,18,0.6111111111,5
 12,9892d935-9dfd-4350-bc8a-8c7b0d0f8891,90001,37,1,1,6,Regret,1.0,Regret_1.0,2,Pride_1.0,Pride,1.0,0,0,0,0,18,0.6111111111,6
 12,9892d935-9dfd-4350-bc8a-8c7b0d0f8891,90001,37,1,1,7,Pride,1.0,Pride_1.0,2,Contempt_1.0,Contempt,1.0,0,0,0,0,18,0.6111111111,7
 12,9892d935-9dfd-4350-bc8a-8c7b0d0f8891,90001,37,1,1,8,Love,1.0,Love_1.0,0,Distress_1.0,Distress,1.0,2,0,1,1,18,0.6111111111,8
 12,9892d935-9dfd-4350-bc8a-8c7b0d0f8891,90001,37,1,1,9,Love,0.2,Love_0.2,2,Relief_0.2,Relief,0.2,0,2,1,1,18,0.6111111111,9
 12,9892d935-9dfd-4350-bc8a-8c7b0d0f8891,90001,37,1,1,10,Relief,1.0,Relief_1.0,0,Frustration_1.0,Frustration,1.0,2,0,1,1,18,0.6111111111,10
 12,9892d935-9dfd-4350-bc8a-8c7b0d0f8891,90001,37,1,1,11,Dislike,1.0,Dislike_1.0,0,Love_1.0,Love,1.0,2,0,1,1,18,0.6111111111,11
 12,9892d935-9dfd-4350-bc8a-8c7b0d0f8891,90001,37,1,1,12,Frustration,1.0,Frustration_1.0,0,Regret_1.0,Regret,1.0,2,0,1,1,18,0.6111111111,12
 12,9892d935-9dfd-4350-bc8a-8c7b0d0f8891,90001,37,1,1,13,Dislike,0.2,Dislike_0.2,0,Love_0.2,Love,0.2,2,0,1,1,18,0.6111111111,13
 12,9892d935-9dfd-4350-bc8a-8c7b0d0f8891,90001,37,1,1,14,Relief,0.2,Relief_0.2,2,Distress_0.2,Distress,0.2,0,0,0,0,18,0.6111111111,14
 12,9892d935-9dfd-4350-bc8a-8c7b0d0f8891,90001,37,1,1,15,Distress,1.0,Distress_1.0,0,Relief_1.0,Relief,1.0,2,0,1,1,18,0.6111111111,15
 12,9892d935-9dfd-4350-bc8a-8c7b0d0f8891,90001,37,1,1,16,Contempt,1.0,Contempt_1.0,2,Distress_1.0,Distress,1.0,0,0,0,0,18,0.6111111111,16
 12,9892d935-9dfd-4350-bc8a-8c7b0d0f8891,90001,37,1,1,17,Contempt,1.0,Contempt_1.0,2,Distress_1.0,Distress,1.0,0,0,0,0,18,0.6111111111,17
 12,9892d935-9dfd-4350-bc8a-8c7b0d0f8891,90001,37,1,1,18,Contempt,1.0,Contempt_1.0,2,Distress_1.0,Distress,1.0,0,0,0,0,18,0.6111111111,18
 13,59797bdd-5cf7-4c2c-b520-f4d83a6ff54e,33704,39,1,1,1,Pride,0.2,Pride_0.2,2,Relief_0.2,Relief,0.2,0,1,0,2,16,0.625,1
 13,59797bdd-5cf7-4c2c-b520-f4d83a6ff54e,33704,39,1,1,2,Contempt,1.0,Contempt_1.0,0,Relief_1.0,Relief,1.0,2,0,1,1,16,0.625,2
 13,59797bdd-5cf7-4c2c-b520-f4d83a6ff54e,33704,39,1,1,3,Relief,0.2,Relief_0.2,2,Regret_0.2,Regret,0.2,0,1,0,2,16,0.625,3
 13,59797bdd-5cf7-4c2c-b520-f4d83a6ff54e,33704,39,1,1,4,Dislike,1.0,Dislike_1.0,2,Contempt_1.0,Contempt,1.0,0,2,1,1,16,0.625,4
 13,59797bdd-5cf7-4c2c-b520-f4d83a6ff54e,33704,39,1,1,5,Distress,0.2,Distress_0.2,2,Frustration_0.2,Frustration,0.2,0,2,1,1,16,0.625,5
 13,59797bdd-5cf7-4c2c-b520-f4d83a6ff54e,33704,39,1,1,6,Love,0.2,Love_0.2,0,Dislike_0.2,Dislike,0.2,2,0,1,1,16,0.625,6
 13,59797bdd-5cf7-4c2c-b520-f4d83a6ff54e,33704,39,1,1,7,Regret,1.0,Regret_1.0,0,Frustration_1.0,Frustration,1.0,2,0,1,1,16,0.625,7
 13,59797bdd-5cf7-4c2c-b520-f4d83a6ff54e,33704,39,1,1,8,Regret,0.2,Regret_0.2,2,Relief_0.2,Relief,0.2,0,1,0,2,16,0.625,8
 13,59797bdd-5cf7-4c2c-b520-f4d83a6ff54e,33704,39,1,1,9,Dislike,0.2,Dislike_0.2,2,Pride_0.2,Pride,0.2,0,2,1,1,16,0.625,9
 13,59797bdd-5cf7-4c2c-b520-f4d83a6ff54e,33704,39,1,1,10,Relief,1.0,Relief_1.0,0,Dislike_1.0,Dislike,1.0,2,1,0,2,16,0.625,10
 13,59797bdd-5cf7-4c2c-b520-f4d83a6ff54e,33704,39,1,1,11,Contempt,0.2,Contempt_0.2,0,Pride_0.2,Pride,0.2,2,1,0,2,16,0.625,11
 13,59797bdd-5cf7-4c2c-b520-f4d83a6ff54e,33704,39,1,1,12,Distress,1.0,Distress_1.0,2,Relief_1.0,Relief,1.0,0,2,1,1,16,0.625,12
 13,59797bdd-5cf7-4c2c-b520-f4d83a6ff54e,33704,39,1,1,13,Frustration,1.0,Frustration_1.0,2,Contempt_1.0,Contempt,1.0,0,0,0,0,16,0.625,13
 13,59797bdd-5cf7-4c2c-b520-f4d83a6ff54e,33704,39,1,1,14,Pride,1.0,Pride_1.0,2,Contempt_1.0,Contempt,1.0,0,2,1,1,16,0.625,14
 13,59797bdd-5cf7-4c2c-b520-f4d83a6ff54e,33704,39,1,1,15,Frustration,0.2,Frustration_0.2,0,Dislike_0.2,Dislike,0.2,2,0,1,1,16,0.625,15
 13,59797bdd-5cf7-4c2c-b520-f4d83a6ff54e,33704,39,1,1,16,Love,1.0,Love_1.0,2,Pride_1.0,Pride,1.0,0,2,1,1,16,0.625,16
 14,7de49dd3-1059-4628-90c3-017cc15d9b07,85128,65,2,1,1,Pride,1.0,Pride_1.0,0,Frustration_1.0,Frustration,1.0,2,1,0,2,16,0.375,1
 14,7de49dd3-1059-4628-90c3-017cc15d9b07,85128,65,2,1,2,Dislike,1.0,Dislike_1.0,0,Frustration_1.0,Frustration,1.0,2,1,0,2,16,0.375,2
 14,7de49dd3-1059-4628-90c3-017cc15d9b07,85128,65,2,1,3,Love,0.2,Love_0.2,2,Distress_0.2,Distress,0.2,0,2,1,1,16,0.375,3
 14,7de49dd3-1059-4628-90c3-017cc15d9b07,85128,65,2,1,4,Contempt,1.0,Contempt_1.0,0,Regret_1.0,Regret,1.0,2,0,1,1,16,0.375,4
 14,7de49dd3-1059-4628-90c3-017cc15d9b07,85128,65,2,1,5,Frustration,0.2,Frustration_0.2,2,Relief_0.2,Relief,0.2,0,1,0,2,16,0.375,5
 14,7de49dd3-1059-4628-90c3-017cc15d9b07,85128,65,2,1,6,Distress,1.0,Distress_1.0,2,Frustration_1.0,Frustration,1.0,0,2,1,1,16,0.375,6
 14,7de49dd3-1059-4628-90c3-017cc15d9b07,85128,65,2,1,7,Relief,1.0,Relief_1.0,2,Regret_1.0,Regret,1.0,0,1,0,2,16,0.375,7
 14,7de49dd3-1059-4628-90c3-017cc15d9b07,85128,65,2,1,8,Dislike,0.2,Dislike_0.2,2,Distress_0.2,Distress,0.2,0,1,0,2,16,0.375,8
 14,7de49dd3-1059-4628-90c3-017cc15d9b07,85128,65,2,1,9,Regret,1.0,Regret_1.0,0,Distress_1.0,Distress,1.0,2,0,1,1,16,0.375,9
 14,7de49dd3-1059-4628-90c3-017cc15d9b07,85128,65,2,1,10,Frustration,1.0,Frustration_1.0,0,Dislike_1.0,Dislike,1.0,2,1,0,2,16,0.375,10
 14,7de49dd3-1059-4628-90c3-017cc15d9b07,85128,65,2,1,11,Contempt,0.2,Contempt_0.2,0,Dislike_0.2,Dislike,0.2,2,0,1,1,16,0.375,11
 14,7de49dd3-1059-4628-90c3-017cc15d9b07,85128,65,2,1,12,Distress,0.2,Distress_0.2,0,Contempt_0.2,Contempt,0.2,2,1,0,2,16,0.375,12
 14,7de49dd3-1059-4628-90c3-017cc15d9b07,85128,65,2,1,13,Relief,0.2,Relief_0.2,0,Frustration_0.2,Frustration,0.2,2,1,0,2,16,0.375,13
 14,7de49dd3-1059-4628-90c3-017cc15d9b07,85128,65,2,1,14,Pride,0.2,Pride_0.2,2,Dislike_0.2,Dislike,0.2,0,1,0,2,16,0.375,14
 14,7de49dd3-1059-4628-90c3-017cc15d9b07,85128,65,2,1,15,Love,1.0,Love_1.0,2,Relief_1.0,Relief,1.0,0,2,1,1,16,0.375,15
 14,7de49dd3-1059-4628-90c3-017cc15d9b07,85128,65,2,1,16,Regret,0.2,Regret_0.2,0,Pride_0.2,Pride,0.2,2,1,0,2,16,0.375,16
 15,1ed610b0-b490-42f7-a465-dc5ab083f3c1,2324,32,2,1,1,Pride,1.0,Pride_1.0,2,Contempt_1.0,Contempt,1.0,0,2,1,1,16,0.625,1
 15,1ed610b0-b490-42f7-a465-dc5ab083f3c1,2324,32,2,1,2,Regret,0.2,Regret_0.2,2,Love_0.2,Love,0.2,0,2,1,1,16,0.625,2
